keyword,gender,age,country,region,level
 姚明/yaoming,m,9999,广西,其他,B
 姚明/yaoming,m,9999,其他,其他,B
莫高/mogao ,m,6,广西,南宁,C
莫高/mogao ,m,9999,其他,其他,C
百特/beleden,f,6,江苏,徐州,B
类人首,f,35,广东,珠海,A
木桐嘉棣/mouton cadet,f,9999,其他,其他,B
华东/huadong,m,31,江苏,其他,C
卡赛欧,f,28,其他,其他,A
恋爱季/amore stagione,m,9999,河南,郑州,C
华东/huadong,m,31,江苏,苏州,C
卡思黛乐/castel,f,9999,其他,其他,B
拉图嘉利,f,29,福建,福州,B
莫高/mogao ,m,9999,其他,其他,C
桌山/kaapzicht,m,9999,陕西,西安,A
莫高/mogao ,m,6,广西,南宁,C
黄尾袋鼠/yellow tail,m,9999,其他,其他,B
伊拉苏,f,9999,其他,其他,A
洛神山庄,f,9999,其他,其他,A
卡赛欧,m,9999,海外,其他,A
五女山,m,9999,其他,其他,A
音符/awjs,f,9999,云南,其他,B
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
莫高/mogao ,m,6,广西,南宁,C
爱之湾/andimar ,m,9999,浙江,杭州,B
小红帽/rotkappchen ,f,26,北京,其他,A
玛歌酒庄/chateau margaux,f,9999,香港,九龙城区,B
君顶,m,9999,香港,九龙城区,D
活灵魂/almaviva,m,30,四川,成都,B
活灵魂/almaviva,m,31,河南,郑州,B
玛茜/rochemazet,m,9999,北京,其他,C
莫高/mogao ,m,6,广西,南宁,C
汉森/hansen,m,9999,其他,其他,A
百特/beleden,f,9999,其他,其他,B
加州乐事,f,29,广东,肇庆,B
莫高/mogao ,m,9999,其他,其他,C
莫高/mogao ,m,9999,其他,其他,C
百特/beleden,f,6,江苏,徐州,B
华东/huadong,f,35,山东,青岛,C
玛歌酒庄/chateau margaux,m,9999,西藏,拉萨,B
白洋河/baiyanghe,f,9999,其他,其他,B
黄尾袋鼠/yellow tail,f,25,广东,广州,B
红蔓庄园/tarapaca,m,33,河北,保定,B
力士金,f,11,上海,闵行区,B
 姚明/yaoming,f,9999,上海,黄浦区,B
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
首彩/handpicked,m,9999,江苏,苏州,A
首彩/handpicked,f,31,广东,深圳,A
音符/awjs,f,9999,北京,朝阳区,B
贺兰山,m,32,宁夏,银川,A
小龙船,f,29,广东,佛山,A
名庄靓年,m,9999,其他,其他,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
卡特尔,f,30,重庆,其他,A
路易亚都世家/louis jadot ,f,9999,其他,其他,C
加州乐事,f,29,广东,肇庆,B
红魔鬼/casillero del diablo,m,9999,北京,通州区,B
尼德堡,m,9999,其他,其他,B
罗曼尼康帝庄园,m,12,福建,厦门,A
玛茜/rochemazet,m,9999,其他,其他,C
贺兰山,f,9999,其他,其他,A
贺兰山,f,9999,其他,其他,A
卡思黛乐/castel,f,9999,其他,其他,B
百特/beleden,f,27,江苏,扬州,B
玛茜/rochemazet,f,22,海外,加拿大,C
贺兰山,f,9999,其他,其他,A
百特/beleden,f,9999,上海,松江区,B
卡特尔,m,9999,江苏,无锡,A
酩悦/moet&amp;chandon,f,27,广东,汕头,A
莫高/mogao ,m,9999,其他,其他,C
长白山 ,m,9999,其他,其他,A
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
加州乐事,f,29,广东,肇庆,B
加州乐事,f,26,江西,南昌,B
嘉伦多,f,24,广东,深圳,C
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
法莱雅,m,30,广东,深圳,A
蒙特斯/montes ,f,9999,北京,其他,A
巴黎庄园/cmp,f,9999,其他,其他,C
力士金,f,11,上海,闵行区,B
威龙/wilon,f,9999,其他,其他,A
威龙/wilon,f,9999,其他,其他,A
小龙船,f,36,广东,深圳,A
金蝴蝶/golden butterfly face,m,37,广东,广州,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
玛歌酒庄/chateau margaux,f,9999,海外,法国,B
 姚明/yaoming,f,9999,其他,其他,B
音符/awjs,f,30,其他,其他,B
玛茜/rochemazet,m,9999,其他,其他,C
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
集美,m,9999,广东,其他,A
桃乐丝/torres,f,9999,其他,其他,A
双掌,m,9999,其他,其他,C
罗莎庄园,m,9999,广东,其他,C
名庄靓年,m,9999,其他,其他,A
贺兰山,f,9999,其他,其他,A
贺兰山,f,9999,其他,其他,A
红魔鬼/casillero del diablo,f,9999,广东,佛山,B
集美,f,9999,其他,其他,A
卡思黛乐/castel,m,28,湖南,其他,B
龙徽,f,9999,北京,其他,A
爱嗨/iheart,f,9999,其他,其他,A
百特/beleden,f,9999,浙江,嘉兴,B
音符/awjs,m,9999,其他,其他,B
玛茜/rochemazet,m,9999,其他,其他,C
贺兰山,m,9999,安徽,淮南,A
玛茜/rochemazet,m,9999,其他,其他,C
红蔓庄园/tarapaca,m,9999,其他,其他,B
路易拉菲/louis lafon ,m,9999,重庆,江北区,A
小龙船,f,9999,北京,海淀区,A
菲斯奈特/freixenet,m,9999,其他,其他,C
威龙/wilon,f,9999,其他,其他,A
香奈/j.p.chenet ,m,9999,其他,其他,A
百特/beleden,m,9999,其他,其他,B
汉森/hansen,m,9999,其他,其他,A
波图/poto,f,9999,其他,其他,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
华东/huadong,f,31,海外,澳大利亚,C
香奈/j.p.chenet ,f,29,广东,清远,A
紫轩,f,23,山西,晋中,C
酩悦/moet&amp;chandon,m,29,江苏,苏州,A
 姚明/yaoming,m,29,江苏,泰州,B
黄尾袋鼠/yellow tail,f,9999,山东,济南,B
桃乐丝/torres,f,9999,北京,西城区,A
紫轩,f,9999,河南,郑州,C
蒙大菲/robert mondavi,f,9999,上海,徐汇区,C
罗莎庄园,m,9999,海外,澳大利亚,C
桃乐丝/torres,f,9999,其他,其他,A
汉森/hansen,m,9999,其他,其他,A
汉森/hansen,m,9999,内蒙古,乌海,A
百特/beleden,f,30,江苏,苏州,B
洛神山庄,f,9999,其他,其他,A
拉图嘉利,m,9999,广东,佛山,B
贺兰山,f,9999,其他,其他,A
安徒生,f,9999,北京,其他,B
酩悦/moet&amp;chandon,m,9999,海外,法国,A
杰卡斯/jacob’s creek,f,33,海外,澳大利亚,B
红魔鬼/casillero del diablo,f,9999,海外,其他,B
华东/huadong,m,9999,江苏,南通,C
威龙/wilon,f,9999,上海,长宁区,A
君顶,m,36,河北,邯郸,D
贝灵哲/beringer,m,9999,广东,广州,B
蒙大菲/robert mondavi,m,9999,海外,美国,C
蒙大菲/robert mondavi,m,9999,海外,美国,C
怡园酒庄/grace vineyard,f,37,江苏,无锡,A
蒙大菲/robert mondavi,m,29,上海,其他,C
怡园酒庄/grace vineyard,f,9999,其他,其他,A
怡园酒庄/grace vineyard,m,9999,广东,广州,A
云南红,m,9999,四川,其他,A
威龙/wilon,f,9999,其他,其他,A
集美,m,9999,其他,其他,A
威龙/wilon,m,29,浙江,宁波,A
嘉伦多,f,24,广东,深圳,C
威龙/wilon,f,28,浙江,宁波,A
威龙/wilon,f,9999,浙江,宁波,A
威龙/wilon,f,9999,浙江,宁波,A
威龙/wilon,f,28,浙江,宁波,A
长白山 ,f,32,山西,太原,A
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
蒙特斯/montes ,m,9999,山东,烟台,A
玛茜/rochemazet,m,9999,其他,其他,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
红魔鬼/casillero del diablo,f,9999,其他,其他,B
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
爱嗨/iheart,f,9999,江苏,南通,A
玛歌酒庄/chateau margaux,f,9999,浙江,杭州,B
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
贺兰山,f,9999,其他,其他,A
爱之湾/andimar ,f,9999,其他,其他,B
爱之湾/andimar ,f,9999,其他,其他,B
红魔鬼/casillero del diablo,m,9999,北京,大兴区,B
白洋河/baiyanghe,m,40,河南,其他,B
小红帽/rotkappchen ,f,9999,广东,韶关,A
卡赛欧,f,6,湖北,武汉,A
丰收,f,9999,重庆,九龙坡区,A
丰收,f,9999,江苏,苏州,A
丰收,f,9999,河南,郑州,A
丰收,m,9999,安徽,芜湖,A
丰收,m,9999,其他,其他,A
丰收,f,9999,山东,滨州,A
丰收,f,9999,吉林,其他,A
丰收,f,9999,广东,广州,A
丰收,f,32,北京,其他,A
丰收,f,9999,海外,德国,A
丰收,f,9999,浙江,嘉兴,A
丰收,f,9999,内蒙古,包头,A
华东/huadong,f,9999,其他,其他,C
丰收,f,9999,山西,运城,A
玛歌酒庄/chateau margaux,f,9999,其他,其他,B
丰收,f,9999,北京,朝阳区,A
丰收,m,9999,其他,其他,A
丰收,f,9999,黑龙江,哈尔滨,A
嘉伦多,f,26,广东,深圳,C
丰收,m,9999,香港,其他,A
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
丰收,f,9999,辽宁,沈阳,A
丰收,m,25,浙江,杭州,A
嘉伦多,f,24,广东,深圳,C
丰收,f,9999,海外,美国,A
丰收,f,9999,湖北,襄阳,A
丰收,f,9999,云南,昆明,A
小红帽/rotkappchen ,f,9999,广东,韶关,A
丰收,m,9999,其他,其他,A
丰收,f,9999,其他,其他,A
丰收,f,9999,海外,加拿大,A
丰收,f,9999,广东,广州,A
丰收,f,9999,广东,广州,A
华东/huadong,f,9999,其他,其他,C
蒙特斯/montes ,f,9999,其他,其他,A
丰收,m,21,湖南,长沙,A
玛歌酒庄/chateau margaux,f,9999,四川,南充,B
贾斯汀/divine justine,f,23,江苏,苏州,A
木桐嘉棣/mouton cadet,f,9999,辽宁,大连,B
丰收,f,9999,上海,松江区,A
丰收,f,9999,江苏,其他,A
丰收,f,9999,其他,其他,A
丰收,f,9999,其他,其他,A
丰收,f,9999,吉林,其他,A
丰收,m,41,山西,太原,A
玛茜/rochemazet,f,24,安徽,淮北,C
丰收,f,9999,上海,长宁区,A
澜,f,9999,其他,其他,A
澜,m,9999,山东,东营,A
丰收,m,9999,其他,其他,A
琳赛/lindsay wine estate,f,31,香港,中西区,B
澜,m,47,广东,深圳,A
芙华/la fiole,f,9999,其他,其他,C
丰收,f,33,重庆,江北区,A
丰收,f,31,河南,濮阳,A
汉森/hansen,m,9999,其他,其他,A
丰收,f,29,安徽,阜阳,A
丰收,f,9999,江苏,南京,A
丰收,f,27,山西,其他,A
紫轩,m,9999,福建,福州,C
丰收,m,9999,甘肃,兰州,A
君顶,m,9999,香港,九龙城区,D
杰卡斯/jacob’s creek,m,9999,其他,其他,B
君顶,f,9999,其他,其他,D
丰收,f,29,北京,朝阳区,A
莫高/mogao ,m,9999,其他,其他,C
干露/concha y toro ,f,9999,其他,其他,B
华东/huadong,f,9999,其他,其他,C
香格里拉/shangri-la,f,9999,其他,其他,A
音符/awjs,m,9999,其他,其他,B
丰收,f,9999,湖北,宜昌,A
爱之湾/andimar ,m,9999,浙江,杭州,B
 姚明/yaoming,m,54,甘肃,兰州,B
 姚明/yaoming,m,54,甘肃,兰州,B
洛神山庄,f,9999,其他,其他,A
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
丰收,f,9999,广东,其他,A
丰收,m,9999,北京,朝阳区,A
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
小龙船,m,9999,广东,广州,A
玛歌酒庄/chateau margaux,f,9999,辽宁,沈阳,B
丰收,f,24,陕西,西安,A
丰收,f,28,北京,其他,A
澜,m,43,浙江,其他,A
澜,f,9999,其他,其他,A
玛茜/rochemazet,m,9999,其他,其他,C
双洋/two oceans,f,9999,其他,其他,B
洛神山庄,f,33,海外,澳大利亚,A
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
酩悦/moet&amp;chandon,m,9999,北京,朝阳区,A
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
丰收,m,9999,陕西,西安,A
舒特家族,m,9999,江苏,南京,B
玛歌酒庄/chateau margaux,m,9999,广东,广州,B
玛歌酒庄/chateau margaux,m,59,海外,新西兰,B
贺兰山,f,9999,河南,郑州,A
百特/beleden,f,9999,其他,其他,B
 姚明/yaoming,f,9999,其他,其他,B
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
玛歌酒庄/chateau margaux,f,9999,福建,厦门,B
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
澜,f,9999,其他,其他,A
汉凯/henkell,m,9999,其他,其他,C
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
华东/huadong,f,9999,其他,其他,C
澜,f,9999,其他,其他,A
莫高/mogao ,m,9999,其他,其他,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
玛歌酒庄/chateau margaux,m,32,福建,其他,B
华东/huadong,f,9999,其他,其他,C
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
丰收,m,29,海外,新加坡,A
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
澜,f,9999,广东,深圳,A
卡思黛乐/castel,m,9999,北京,其他,B
长白山 ,f,9999,辽宁,其他,A
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
玛歌酒庄/chateau margaux,m,6,浙江,杭州,B
玛歌酒庄/chateau margaux,m,33,香港,其他,B
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
丰收,m,9999,安徽,淮南,A
丰收,f,9999,上海,卢湾区,A
澜,f,9999,其他,其他,A
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
贺兰山,m,9999,其他,其他,A
贺兰山,m,9999,其他,其他,A
玛歌酒庄/chateau margaux,f,29,海外,其他,B
澜,f,9999,其他,其他,A
澜,m,9999,其他,其他,A
澜,m,43,浙江,其他,A
澜,m,43,浙江,其他,A
澜,m,43,浙江,其他,A
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
黄尾袋鼠/yellow tail,f,9999,广东,韶关,B
加州乐事,f,9999,广东,深圳,B
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
澜,f,9999,四川,其他,A
丰收,f,9999,广东,其他,A
火烈鸟,f,9999,海外,美国,A
玛歌酒庄/chateau margaux,f,9999,其他,其他,B
玛歌酒庄/chateau margaux,f,9999,其他,其他,B
玛歌酒庄/chateau margaux,f,9999,广东,广州,B
丰收,f,26,江西,南昌,A
路易亚都世家/louis jadot ,f,9999,其他,其他,C
黄尾袋鼠/yellow tail,m,9999,其他,其他,B
香奈/j.p.chenet ,m,45,海南,海口,A
莫高/mogao ,m,35,陕西,西安,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
汉森/hansen,m,9999,其他,其他,A
云南红,m,9999,其他,其他,A
波图/poto,f,9999,广东,江门,A
龙徽,f,9999,山东,枣庄,A
华东/huadong,f,9999,其他,其他,C
银色高地,f,9999,其他,其他,A
音符/awjs,m,9999,其他,其他,B
嘉伦多,f,9999,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
嘉伦多,f,26,广东,深圳,C
爱之湾/andimar ,f,9999,湖北,武汉,B
爱之湾/andimar ,f,9999,湖北,武汉,B
音符/awjs,f,32,上海,虹口区,B
 姚明/yaoming,m,30,河南,南阳,B
澜,f,9999,北京,朝阳区,A
玛茜/rochemazet,m,9999,广东,广州,C
云南红,m,9999,其他,其他,A
玛歌酒庄/chateau margaux,m,9999,河南,三门峡,B
小红帽/rotkappchen ,f,9999,云南,昆明,A
小红帽/rotkappchen ,f,9999,云南,昆明,A
澜,f,9999,河北,其他,A
麦格根/mcguigan,m,9999,其他,其他,B
红魔鬼/casillero del diablo,f,9999,其他,其他,B
贺兰山,f,9999,其他,其他,A
贺兰山,f,9999,山东,青岛,A
菲斯奈特/freixenet,f,9999,其他,其他,C
卡思黛乐/castel,m,9999,福建,福州,B
嘉伦多,f,9999,广东,深圳,C
卡思黛乐/castel,f,9999,其他,其他,B
华东/huadong,f,9999,其他,其他,C
澜,m,9999,其他,其他,A
龙徽,m,41,山东,莱芜,A
银色高地,f,9999,其他,其他,A
丰收,f,9999,广东,广州,A
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
音符/awjs,f,11,陕西,西安,B
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
玛歌酒庄/chateau margaux,m,9999,北京,朝阳区,B
玛歌酒庄/chateau margaux,f,9999,其他,其他,B
长白山 ,m,39,吉林,吉林,A
长白山 ,m,39,吉林,吉林,A
丰收,f,9999,江苏,其他,A
华东/huadong,m,9999,其他,其他,C
红魔鬼/casillero del diablo,f,31,广东,深圳,B
华东/huadong,m,9999,四川,宜宾,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
玛歌酒庄/chateau margaux,f,9999,其他,其他,B
酩悦/moet&amp;chandon,f,9999,其他,其他,A
丰收,f,9999,北京,其他,A
紫轩,f,9999,其他,其他,C
汉森/hansen,m,29,广东,广州,A
作品一号/opus one,f,9999,江苏,常州,A
嘉伦多,f,9999,广东,深圳,C
贺兰山,f,9999,其他,其他,A
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
澜,m,9999,其他,其他,A
小龙船,f,11,上海,闵行区,A
奔富蔻兰山/koonunga hill,m,9999,其他,其他,C
加州乐事,m,9999,广东,中山,B
小龙船,m,9999,福建,厦门,A
贺兰山,f,9999,其他,其他,A
澜,m,9999,其他,其他,A
音符/awjs,f,9999,湖北,武汉,B
 姚明/yaoming,m,9999,其他,其他,B
澜,m,9999,其他,其他,A
云南红,m,47,湖北,武汉,A
云南红,m,47,湖北,武汉,A
嘉伦多,f,24,广东,深圳,C
嘉伦多,f,24,广东,深圳,C
澜,f,9999,广东,深圳,A
澜,m,28,北京,朝阳区,A
罗马假日,f,9999,海外,美国,D
澜,m,9999,其他,其他,A
罗莎庄园,f,9999,新疆,乌鲁木齐,C
贺兰山,m,50,广东,广州,A
音符/awjs,f,33,广东,深圳,B
黄尾袋鼠/yellow tail,m,9999,浙江,杭州,B
小龙船,f,9999,广东,广州,A
玛歌酒庄/chateau margaux,f,9999,其他,其他,B
云南红,m,9999,其他,其他,A
 姚明/yaoming,m,40,海外,其他,B
拿戈卢/la gloire,m,9999,其他,其他,A
尼德堡,m,9999,江苏,常州,B
丰收,f,29,湖北,武汉,A
卡思黛乐/castel,f,31,海外,美国,B
贺兰山,f,9999,其他,其他,A
威龙/wilon,m,9999,北京,朝阳区,A
嘉伦多,f,24,广东,深圳,C
澜,m,9999,其他,其他,A
嘉伦多,f,24,广东,深圳,C
小龙船,m,9999,广东,中山,A
小龙船,f,35,重庆,南岸区,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
嘉伦多,f,34,广东,深圳,C
嘉伦多,f,34,广东,深圳,C
木桐嘉棣/mouton cadet,m,9999,其他,其他,B
木桐嘉棣/mouton cadet,f,9999,其他,其他,B
吉家乐世家/e. guigal,m,9999,其他,其他,C
嘉伦多,f,34,广东,深圳,C
嘉伦多,f,34,广东,深圳,C
嘉伦多,f,34,广东,深圳,C
嘉伦多,f,34,广东,深圳,C
红魔鬼/casillero del diablo,f,9999,海外,其他,B
音符/awjs,m,9999,其他,其他,B
嘉伦多,f,34,广东,深圳,C
嘉伦多,f,34,广东,深圳,C
嘉伦多,f,34,广东,深圳,C
嘉伦多,f,34,广东,深圳,C
嘉伦多,f,9999,广东,深圳,C
嘉伦多,f,9999,其他,其他,C
嘉伦多,f,34,广东,深圳,C
红魔鬼/casillero del diablo,m,9999,广东,深圳,B
名庄靓年,f,9999,上海,静安区,A
加州乐事,m,9999,其他,其他,B
王朝/dynasty ,f,29,海外,英国,C
音符/awjs,f,9999,陕西,西安,B
玛茜/rochemazet,f,9999,其他,其他,C
丰收,m,9999,其他,其他,A
嘉伦多,f,24,广东,深圳,C
木桐嘉棣/mouton cadet,f,9999,江苏,苏州,B
加州乐事,m,9999,其他,其他,B
云南红,m,9999,云南,其他,A
云南红,f,9999,云南,大理,A
云南红,f,9999,云南,大理,A
云南红,f,9999,广东,深圳,A
云南红,m,50,云南,昆明,A
云南红,m,9999,云南,其他,A
云南红,m,9999,云南,其他,A
巴图,f,9999,北京,其他,C
活灵魂/almaviva,f,9999,上海,闵行区,B
